Temperature,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Speed
20.5,15,0,15,77.33,0.09,1029,7.4
20.5,12,0,12,77.33,0.09,1029,7.4
20.5,10,0,10,77.33,0.09,1029,7.4
20.4,8,0,8,77.8,0.09,1029,7.3
20.4,6,0,6,77.8,0.09,1029,7.3
20.4,4,0,4,77.08,0.09,1029,7.3
20.4,2,0,2,77.08,0.09,1029,7.2
20.3,0,0,0,77.55,0.09,1029,7.2
20.4,0,0,0,77.08,0.09,1029,7.2
20.4,0,0,0,77.08,0.09,1029,7.2
20.4,0,0,0,77.08,0.09,1029,7.2
20.4,0,0,0,76.63,0.09,1029,7.2
20.4,0,0,0,76.63,0.09,1029,7.1
20.4,0,0,0,76.63,0.09,1029,7.1
20.4,0,0,0,76.71,0.09,1030,7.1
20.4,0,0,0,76.71,0.09,1030,7.1
20.4,0,0,0,76.71,0.09,1030,7.1
20.5,0,0,0,76.16,0.09,1030,7
20.5,0,0,0,76.16,0.09,1030,7
20.5,0,0,0,76.16,0.09,1030,7
20.5,0,0,0,76.16,0.09,1030,7
20.5,0,0,0,76.16,0.09,1030,6.9
20.5,0,0,0,76.16,0.09,1030,6.9
20.5,0,0,0,76.3,0.09,1030,6.9
20.5,0,0,0,76.3,0.09,1030,6.8
20.5,0,0,0,76.3,0.09,1030,6.8
20.5,0,0,0,76.3,0.09,1030,6.8
20.5,0,0,0,76.3,0.09,1030,6.8
20.6,0,0,0,75.83,0.09,1030,6.8
20.6,0,0,0,76.21,0.09,1030,6.7
20.6,0,0,0,76.21,0.09,1030,6.7
20.6,0,0,0,76.21,0.09,1030,6.7
20.6,0,0,0,76.21,0.09,1030,6.7
20.5,0,0,0,76.68,0.09,1030,6.7
20.5,0,0,0,76.68,0.09,1030,6.7
20.5,0,0,0,76.98,0.09,1030,6.7
20.5,0,0,0,76.98,0.09,1030,6.7
20.5,0,0,0,76.98,0.09,1030,6.6
20.5,0,0,0,76.98,0.09,1030,6.7
20.5,0,0,0,76.98,0.09,1030,6.7
20.5,0,0,0,76.98,0.09,1030,6.7
20.5,0,0,0,77.2,0.09,1029,6.7
20.5,0,0,0,77.2,0.09,1029,6.7
20.5,0,0,0,77.2,0.09,1029,6.7
20.5,0,0,0,77.2,0.09,1029,6.7
20.5,0,0,0,77.2,0.09,1029,6.7
20.5,0,0,0,77.2,0.09,1029,6.7
20.5,0,0,0,77.22,0.09,1029,6.7
20.4,0,0,0,77.7,0.09,1029,6.7
20.4,0,0,0,77.7,0.09,1029,6.8
20.4,0,0,0,77.7,0.09,1029,6.8
20.4,0,0,0,77.7,0.09,1029,6.8
20.4,0,0,0,77.7,0.09,1029,6.8
20.3,0,0,0,77.97,0.09,1029,6.8
20.3,0,0,0,77.97,0.09,1029,6.8
20.3,0,0,0,77.9,0.09,1028,6.8
20.3,0,0,0,77.9,0.09,1028,6.9
20.2,0,0,0,78.38,0.09,1028,6.9
20.2,0,0,0,78.38,0.09,1028,6.9
20.2,0,0,0,78.15,0.09,1028,6.9
20.1,0,0,0,78.64,0.09,1028,6.9
20.1,0,0,0,78.64,0.09,1028,7
20.1,0,0,0,78.64,0.09,1028,7
20.1,0,0,0,78.64,0.09,1028,7
20,0,0,0,79.12,0.09,1028,7
20,0,0,0,78.79,0.09,1028,7.1
20,0,0,0,78.79,0.09,1028,7.1
20,0,0,0,78.79,0.09,1028,7.1
19.9,0,0,0,79.28,0.09,1028,7.1
19.9,0,0,0,79.28,0.09,1028,7.1
19.9,0,0,0,79.28,0.09,1028,7.1
19.9,0,0,0,78.68,0.09,1028,7.1
19.8,0,0,0,79.17,0.09,1028,7.1
19.8,0,0,0,79.17,0.09,1028,7.1
19.8,0,0,0,79.17,0.09,1028,7.1
19.8,0,0,0,79.25,0.09,1029,7.1
19.8,0,0,0,79.25,0.09,1029,7.1
19.7,0,0,0,78.95,0.09,1029,7.1
19.7,0,0,0,78.95,0.09,1029,7.1
19.7,0,0,0,78.95,0.09,1029,7.1
19.7,0,0,0,78.95,0.09,1029,7.1
19.7,0,0,0,78.95,0.09,1029,7.1
19.7,0,0,0,78.95,0.09,1029,7.1
19.7,0,0,0,78.35,0.09,1029,7.1
19.6,0,0,0,78.84,0.09,1029,7.1
19.6,0,0,0,78.84,0.09,1029,7.1
19.7,0,0,0,78.35,0.09,1029,7.1
19.7,0,0,0,78.35,0.09,1029,7.1
19.7,0,0,0,78.43,0.09,1030,7.1
19.7,4,0,4,78.35,0.09,1030,7.1
19.7,6,0,6,78.35,0.09,1030,7.1
19.8,8,0,8,77.86,0.09,1030,7.1
19.8,61,250,99,77.86,0.09,1030,7.1
19.8,14,0,14,77.86,0.09,1030,7.1
19.8,17,0,17,77.86,0.09,1030,7.1
19.8,21,0,21,77.86,0.09,1030,7.1
19.8,33,0,33,77.86,0.09,1030,7.1
20.1,45,0,45,76.48,0.09,1030,7.1
20.2,58,0,58,76.01,0.09,1030,7
20.2,45,0,45,76.01,0.09,1030,7
20.3,43,0,43,75.55,0.09,1030,7
20.3,109,0,109,75.34,0.09,1030,7
20.4,164,13,169,74.88,0.09,1030,7
20.4,181,23,192,74.88,0.09,1030,7
20.4,106,0,106,74.88,0.09,1030,7
20.5,97,0,97,74.42,0.09,1030,7
20.5,148,0,148,74.42,0.09,1030,7
20.5,254,101,311,73.75,0.09,1030,7
20.6,225,26,240,73.3,0.09,1030,7
20.6,199,8,204,73.3,0.09,1030,7.1
20.6,168,0,168,73.3,0.09,1030,7.1
20.6,178,1,179,73.3,0.09,1030,7.1
20.6,113,0,113,73.3,0.09,1030,7.1
20.7,116,0,116,72.39,0.09,1029,7.1
20.7,112,0,112,72.39,0.09,1029,7.1
20.7,159,0,159,72.39,0.09,1029,7.1
20.7,143,0,143,72.39,0.09,1029,7.1
20.7,182,2,184,72.39,0.09,1029,7.1
20.7,160,0,160,72.39,0.09,1029,7.1
20.6,230,12,238,72.53,0.09,1029,7.2
20.6,235,13,244,72.46,0.09,1028,7.2
20.6,116,0,116,72.46,0.09,1028,7.2
20.6,308,72,357,72.46,0.09,1028,7.2
20.6,308,79,361,72.46,0.09,1028,7.2
20.5,277,39,303,72.91,0.09,1028,7.2
20.5,306,96,369,72.53,0.09,1028,7.2
20.4,163,0,163,72.98,0.09,1028,7.2
20.4,95,0,95,72.98,0.09,1028,7.2
20.4,246,29,264,72.98,0.09,1028,7.2
20.3,272,74,317,73.43,0.09,1028,7.3
20.3,61,0,61,73.43,0.09,1028,7.3
20.2,141,0,141,73.67,0.09,1028,7.3
20.2,128,0,128,73.67,0.09,1028,7.3
20.2,99,0,99,73.6,0.09,1027,7.3
20.1,97,0,97,74.05,0.09,1027,7.3
20.1,195,32,211,74.05,0.09,1027,7.3
20,85,0,85,74.51,0.09,1027,7.3
20,32,0,32,74.43,0.09,1027,7.2
19.9,40,0,40,74.89,0.09,1027,7.2
19.9,26,0,26,74.89,0.09,1027,7.2
19.8,23,0,23,75.43,0.09,1028,7.2
19.8,78,0,78,75.43,0.09,1028,7.2
19.7,17,0,17,75.9,0.09,1028,7.2
19.7,57,0,57,75.91,0.09,1028,7.1
19.6,48,0,48,76.38,0.09,1028,7.1
19.6,39,0,39,76.38,0.09,1028,7.1
19.5,30,0,30,76.86,0.09,1028,7.1
19.5,23,0,23,76.86,0.09,1028,7.1
19.5,16,0,16,76.86,0.09,1028,7.1
19.4,10,0,10,77.24,0.09,1028,7
19.4,5,0,5,77.24,0.09,1028,7
19.4,0,0,0,77.24,0.09,1028,7
19.4,0,0,0,77.32,0.09,1029,7
19.3,0,0,0,77.8,0.09,1029,7
19.3,0,0,0,77.8,0.09,1029,7
19.3,0,0,0,77.7,0.09,1029,7.1
19.3,0,0,0,77.7,0.09,1029,7.1
19.3,0,0,0,77.7,0.09,1029,7.1
19.3,0,0,0,77.7,0.09,1029,7.1
19.3,0,0,0,77.7,0.09,1029,7.1
19.3,0,0,0,77.7,0.09,1029,7.1
19.3,0,0,0,77.61,0.09,1030,7.2
19.3,0,0,0,77.61,0.09,1030,7.2
19.3,0,0,0,77.61,0.09,1030,7.2
19.3,0,0,0,77.61,0.09,1030,7.2
19.3,0,0,0,77.61,0.09,1030,7.2
19.3,0,0,0,77.61,0.09,1030,7.2
19.3,0,0,0,77.39,0.09,1030,7.3
19.3,0,0,0,77.39,0.09,1030,7.3
19.3,0,0,0,77.39,0.09,1030,7.3
19.3,0,0,0,77.39,0.09,1030,7.3
19.3,0,0,0,77.39,0.09,1030,7.3
19.3,0,0,0,77.39,0.09,1030,7.3
19.2,0,0,0,77.74,0.09,1030,7.4
19.2,0,0,0,77.74,0.09,1030,7.4
19.2,0,0,0,77.74,0.09,1030,7.4
19.2,0,0,0,77.74,0.09,1030,7.4
19.2,0,0,0,77.74,0.09,1030,7.4
19.2,0,0,0,77.74,0.09,1030,7.4
19.2,0,0,0,77.38,0.09,1030,7.4
19.2,0,0,0,77.38,0.09,1030,7.4
19.2,0,0,0,77.38,0.09,1030,7.4
19.2,0,0,0,77.38,0.09,1030,7.4
19.2,0,0,0,77.38,0.09,1030,7.4
19.1,0,0,0,77.87,0.09,1030,7.5
19.1,0,0,0,77.29,0.09,1030,7.5
19.1,0,0,0,77.29,0.09,1030,7.5
19.1,0,0,0,77.29,0.09,1030,7.5
19.1,0,0,0,77.29,0.09,1030,7.5
19,0,0,0,77.77,0.09,1030,7.5
19,0,0,0,77.77,0.09,1030,7.5
19,0,0,0,77.19,0.09,1030,7.5
19,0,0,0,77.12,0.09,1029,7.5
18.9,0,0,0,77.6,0.09,1029,7.6
18.9,0,0,0,77.6,0.09,1029,7.5
18.9,0,0,0,77.6,0.09,1029,7.5
18.9,0,0,0,77.6,0.09,1029,7.5
18.9,0,0,0,77.18,0.09,1029,7.5
18.8,0,0,0,77.66,0.09,1029,7.5
18.8,0,0,0,77.66,0.09,1029,7.4
18.8,0,0,0,77.66,0.09,1029,7.4
18.8,0,0,0,77.66,0.09,1029,7.4
18.8,0,0,0,77.66,0.09,1029,7.4
18.8,0,0,0,77.52,0.09,1029,7.3
18.8,0,0,0,77.52,0.09,1029,7.3
18.7,0,0,0,78,0.09,1029,7.3
18.7,0,0,0,78,0.09,1029,7.2
18.7,0,0,0,78,0.09,1029,7.2
18.7,0,0,0,78,0.09,1029,7.2
18.7,0,0,0,77.95,0.09,1029,7.1
18.7,0,0,0,77.95,0.09,1029,7.1
18.7,0,0,0,77.95,0.09,1029,7.1
18.7,0,0,0,77.95,0.09,1029,7.1
18.7,0,0,0,77.95,0.09,1029,7.1
18.7,0,0,0,77.95,0.09,1029,7.1
18.7,0,0,0,77.7,0.09,1029,7.1
18.7,0,0,0,77.7,0.09,1029,7.1
18.7,0,0,0,77.7,0.09,1029,7.1
18.7,0,0,0,77.7,0.09,1029,7
18.7,0,0,0,77.7,0.09,1029,7
18.7,0,0,0,77.7,0.09,1029,7
18.7,0,0,0,77.62,0.09,1029,7
18.7,0,0,0,77.62,0.09,1029,6.9
18.7,0,0,0,77.62,0.09,1029,6.9
18.7,0,0,0,77.62,0.09,1029,6.9
18.7,0,0,0,77.62,0.09,1029,6.9
18.7,0,0,0,77.62,0.09,1029,6.9
18.7,0,0,0,77.81,0.09,1029,6.8
18.7,0,0,0,77.88,0.09,1030,6.8
18.7,0,0,0,77.88,0.09,1030,6.8
18.7,0,0,0,77.88,0.09,1030,6.8
18.7,0,0,0,77.88,0.09,1030,6.9
18.7,0,0,0,77.88,0.09,1030,6.9
18.8,4,0,4,77.47,0.09,1030,7
18.8,8,0,8,77.47,0.09,1030,7
18.8,11,0,11,77.47,0.09,1030,7
18.8,15,0,15,77.47,0.09,1030,7
18.8,19,0,19,77.47,0.09,1030,7
18.8,24,0,24,77.47,0.09,1030,7
18.8,30,0,30,77.47,0.09,1030,7
18.8,51,0,51,77.47,0.09,1030,7
18.9,59,0,59,77.46,0.09,1031,7.2
19,48,0,48,76.98,0.09,1031,7.2
19,84,0,84,76.98,0.09,1031,7.2
19,48,0,48,76.98,0.09,1031,7.2
19,84,0,84,77.54,0.09,1031,7.2
19,49,0,49,77.54,0.09,1031,7.2
19,68,0,68,77.54,0.09,1031,7.2
19.1,37,0,37,77.06,0.09,1031,7.3
19.1,50,0,50,77.06,0.09,1031,7.3
19.1,65,0,65,77.06,0.09,1031,7.4
19.1,44,0,44,76.54,0.09,1031,7.5
19.1,48,0,48,76.54,0.09,1031,7.6
19.1,56,0,56,76.54,0.09,1031,7.6
19.1,49,0,49,76.54,0.09,1031,7.7
19.1,51,0,51,76.54,0.09,1031,7.7
19.1,52,0,52,76.54,0.09,1031,7.8
19.1,53,0,53,76.05,0.09,1031,7.8
19.1,54,0,54,75.98,0.09,1030,7.9
19,69,0,69,76.45,0.09,1030,7.9
19,89,0,89,76.45,0.09,1030,8
19,66,0,66,76.45,0.09,1030,8
18.9,57,0,57,76.93,0.09,1030,8
18.9,92,0,92,76.85,0.09,1030,8
18.9,76,0,76,76.85,0.09,1030,8
18.8,57,0,57,77.33,0.09,1030,8
18.8,126,0,126,77.26,0.09,1029,8.1
18.8,119,0,119,77.26,0.09,1029,8.1
18.8,106,0,106,77.26,0.09,1029,8.1
18.8,70,0,70,77.19,0.09,1029,8.1
18.7,60,0,60,77.67,0.09,1029,8.1
18.7,52,0,52,77.67,0.09,1029,8.1
18.7,50,0,50,77.67,0.09,1029,8.1
18.7,49,0,49,77.67,0.09,1029,8.1
18.7,47,0,47,77.67,0.09,1029,8.1
18.6,45,0,45,77.96,0.09,1029,8.1
18.6,43,0,43,77.88,0.09,1028,8.1
18.6,41,0,41,77.88,0.09,1028,8.1
18.6,39,0,39,77.88,0.09,1028,8.1
18.6,36,0,36,77.88,0.09,1028,8
18.5,34,0,34,78.45,0.09,1029,8
18.5,31,0,31,78.21,0.09,1029,8
18.5,81,0,81,78.21,0.09,1029,8
18.5,25,0,25,78.21,0.09,1029,8
18.5,25,0,25,78.21,0.09,1029,8
18.4,20,0,20,78.7,0.09,1029,7.9
18.4,17,0,17,78.7,0.09,1029,7.9
18.4,15,0,15,78.3,0.09,1029,7.9
18.3,13,0,13,78.79,0.09,1029,7.9
18.3,10,0,10,78.79,0.09,1029,7.9
18.3,8,0,8,78.79,0.09,1029,7.9
18.3,7,0,7,78.79,0.09,1029,7.8
18.3,5,0,5,78.79,0.09,1029,7.8
18.2,4,0,4,79.19,0.09,1029,7.8
18.2,2,0,2,79.27,0.09,1030,7.8
18.2,0,0,0,79.27,0.09,1030,7.8
18.2,0,0,0,79.27,0.09,1030,7.7
18.2,0,0,0,79.27,0.09,1030,7.7
18.2,0,0,0,79.27,0.09,1030,7.7
18.2,0,0,0,79.53,0.09,1030,7.7
18.2,0,0,0,79.53,0.09,1030,7.7
18.2,0,0,0,79.53,0.09,1030,7.7
18.2,0,0,0,79.53,0.09,1030,7.7
18.2,0,0,0,79.53,0.09,1030,7.7
18.2,0,0,0,79.53,0.09,1030,7.7
18.2,0,0,0,79.96,0.09,1030,7.7
18.2,0,0,0,80.04,0.09,1031,7.6
18.3,0,0,0,79.54,0.09,1031,7.6
18.3,0,0,0,79.54,0.09,1031,7.6
18.3,0,0,0,79.54,0.09,1031,7.7
18.3,0,0,0,79.54,0.09,1031,7.7
18.3,0,0,0,79.67,0.09,1031,7.7
18.3,0,0,0,79.67,0.09,1031,7.7
18.3,0,0,0,79.67,0.09,1031,7.7
18.3,0,0,0,79.67,0.09,1031,7.7
18.3,0,0,0,79.67,0.09,1031,7.7
18.3,0,0,0,79.67,0.09,1031,7.7
18.3,0,0,0,79.5,0.09,1031,7.7
18.3,0,0,0,79.5,0.09,1031,7.7
18.3,0,0,0,79.5,0.09,1031,7.7
18.3,0,0,0,79.42,0.09,1030,7.7
18.3,0,0,0,79.42,0.09,1030,7.6
18.3,0,0,0,79.42,0.09,1030,7.6
18.3,0,0,0,79.28,0.09,1030,7.6
18.3,0,0,0,79.28,0.09,1030,7.5
18.3,0,0,0,79.28,0.09,1030,7.5
18.3,0,0,0,79.28,0.09,1030,7.5
18.3,0,0,0,79.28,0.09,1030,7.5
18.3,0,0,0,79.28,0.09,1030,7.4
18.3,0,0,0,79.24,0.09,1030,7.4
18.3,0,0,0,79.24,0.09,1030,7.4
18.3,0,0,0,79.24,0.09,1030,7.4
18.3,0,0,0,79.24,0.09,1030,7.4
18.4,0,0,0,78.74,0.09,1030,7.4
18.4,0,0,0,78.67,0.09,1029,7.4
18.4,0,0,0,78.79,0.09,1029,7.4
18.4,0,0,0,78.79,0.09,1029,7.3
18.4,0,0,0,78.79,0.09,1029,7.3
18.4,0,0,0,78.79,0.09,1029,7.3
18.4,0,0,0,78.79,0.09,1029,7.3
18.4,0,0,0,78.79,0.09,1029,7.3
18.4,0,0,0,79.16,0.09,1029,7.3
18.4,0,0,0,79.16,0.09,1029,7.3
18.4,0,0,0,79.16,0.09,1029,7.3
18.4,0,0,0,79.16,0.09,1029,7.3
18.4,0,0,0,79.16,0.09,1029,7.3
18.4,0,0,0,79.16,0.09,1029,7.3
18.4,0,0,0,79.26,0.09,1029,7.3
18.4,0,0,0,79.26,0.09,1029,7.3
18.4,0,0,0,79.26,0.09,1029,7.3
18.4,0,0,0,79.18,0.09,1028,7.3
18.4,0,0,0,79.18,0.09,1028,7.3
18.4,0,0,0,79.18,0.09,1028,7.3
18.4,0,0,0,78.82,0.09,1028,7.3
18.4,0,0,0,78.82,0.09,1028,7.3
18.4,0,0,0,78.82,0.09,1028,7.3
18.4,0,0,0,78.82,0.09,1028,7.3
18.4,0,0,0,78.82,0.09,1028,7.3
18.4,0,0,0,78.82,0.09,1028,7.3
18.4,0,0,0,78.69,0.09,1028,7.3
18.4,0,0,0,78.69,0.09,1028,7.2
18.4,0,0,0,78.69,0.09,1028,7.2
18.4,0,0,0,78.69,0.09,1028,7.2
18.4,0,0,0,78.69,0.09,1028,7.2
18.4,0,0,0,78.76,0.09,1029,7.2
18.4,0,0,0,78.64,0.09,1029,7.2
18.4,0,0,0,78.64,0.09,1029,7.2
18.4,0,0,0,78.64,0.09,1029,7.2
18.4,0,0,0,78.64,0.09,1029,7.2
18.4,0,0,0,78.64,0.09,1029,7.2
18.4,0,0,0,78.64,0.09,1029,7.2
18.4,0,0,0,78.82,0.09,1029,7.2
18.4,0,0,0,78.82,0.09,1029,7.1
18.5,0,0,0,78.33,0.09,1029,7.1
18.5,0,0,0,78.33,0.09,1029,7.2
18.5,0,0,0,78.33,0.09,1029,7.2
18.5,0,0,0,78.41,0.09,1030,7.2
18.6,4,0,4,78.3,0.09,1030,7.2
18.6,6,0,6,78.3,0.09,1030,7.2
18.6,9,0,9,78.3,0.09,1030,7.3
18.6,12,0,12,78.3,0.09,1030,7.3
18.6,15,0,15,78.3,0.09,1030,7.3
18.6,19,0,19,78.3,0.09,1030,7.3
18.6,23,0,23,78.3,0.09,1030,7.3
18.6,15,0,15,78.3,0.09,1030,7.3
18.8,64,0,64,77.84,0.09,1030,7.5
18.9,74,0,74,77.35,0.09,1030,7.5
18.9,100,0,100,77.35,0.09,1030,7.6
19,66,0,66,76.95,0.09,1031,7.7
19,37,0,37,76.87,0.09,1031,7.7
19.1,48,0,48,76.39,0.09,1031,7.8
19.1,68,0,68,76.39,0.09,1031,7.8
19.1,130,0,130,76.39,0.09,1031,7.9
19.1,130,0,130,76.39,0.09,1031,7.9
19.1,64,0,64,76.39,0.09,1031,7.9
19.1,70,0,70,76.05,0.09,1031,7.9
19.1,100,0,100,76.05,0.09,1031,7.9
19.1,107,0,107,76.05,0.09,1031,7.9
19.1,152,0,152,76.05,0.09,1031,7.9
19.1,203,8,208,75.97,0.09,1030,8
19.1,222,13,230,75.97,0.09,1030,8
19.1,227,14,236,76,0.09,1030,8
19.1,128,0,128,76,0.09,1030,8
19.1,72,0,72,76,0.09,1030,8.1
19,86,0,86,76.47,0.09,1030,8.1
19,123,0,123,76.47,0.09,1030,8
19,57,0,57,76.47,0.09,1030,8
19,58,0,58,76.23,0.09,1030,8
18.9,109,0,109,76.71,0.09,1030,8
18.9,115,0,115,76.63,0.09,1029,8
18.9,124,0,124,76.63,0.09,1029,8
18.9,121,0,121,76.63,0.09,1029,8
18.8,140,0,140,77.11,0.09,1029,8
18.8,82,0,82,77.18,0.09,1029,8
18.8,157,0,157,77.18,0.09,1029,8
18.8,165,0,165,77.18,0.09,1029,7.9
18.8,50,0,50,77.18,0.09,1029,8
18.7,72,0,72,77.66,0.09,1029,8
18.7,47,0,47,77.66,0.09,1029,8
18.7,75,0,75,77.34,0.09,1028,8
18.7,105,0,105,77.34,0.09,1028,8.1
18.7,41,0,41,77.34,0.09,1028,8.1
18.7,65,0,65,77.34,0.09,1028,8.1
18.6,37,0,37,77.82,0.09,1028,8.1
18.6,59,0,59,77.82,0.09,1028,8
18.5,54,0,54,77.48,0.09,1028,8
18.5,29,0,29,77.48,0.09,1028,8
18.5,29,0,29,77.48,0.09,1028,8
18.4,67,0,67,77.96,0.09,1028,8
18.4,20,0,20,77.96,0.09,1028,8
18.4,45,0,45,78.04,0.09,1029,7.9
18.3,51,0,51,77.63,0.09,1029,7.9
18.3,43,0,43,77.63,0.09,1029,7.9
18.3,35,0,35,77.63,0.09,1029,7.9
18.2,27,0,27,78.12,0.09,1029,7.9
18.2,21,0,21,78.12,0.09,1029,7.8
18.2,15,0,15,78.12,0.09,1029,7.8
18.1,10,0,10,77.8,0.09,1029,7.8
18.1,5,0,5,77.8,0.09,1029,7.8
18.1,0,0,0,77.8,0.09,1029,7.8
18.1,0,0,0,77.8,0.09,1029,7.8
18.1,0,0,0,77.8,0.09,1029,7.8
18,0,0,0,78.37,0.09,1030,7.8
18,0,0,0,78.08,0.09,1030,7.8
18,0,0,0,78.08,0.09,1030,7.8
18,0,0,0,78.08,0.09,1030,7.8
18,0,0,0,78.08,0.09,1030,7.8
18,0,0,0,78.08,0.09,1030,7.8
18,0,0,0,78.08,0.09,1030,7.8
18,0,0,0,77.93,0.09,1030,7.8
18,0,0,0,77.93,0.09,1030,7.8
18,0,0,0,77.93,0.09,1030,7.8
18,0,0,0,77.93,0.09,1030,7.8
18,0,0,0,77.93,0.09,1030,7.9
18,0,0,0,77.93,0.09,1030,7.9
18,0,0,0,78.03,0.09,1031,7.9
18,0,0,0,78.03,0.09,1031,7.9
18,0,0,0,78.03,0.09,1031,7.9
18,0,0,0,78.03,0.09,1031,7.9
17.9,0,0,0,78.52,0.09,1031,7.9
17.9,0,0,0,78.52,0.09,1031,7.9
17.9,0,0,0,78.67,0.09,1031,7.9
17.9,0,0,0,78.67,0.09,1031,7.9
17.9,0,0,0,78.67,0.09,1031,7.9
17.9,0,0,0,78.67,0.09,1031,7.8
17.9,0,0,0,78.67,0.09,1031,7.8
17.9,0,0,0,78.67,0.09,1031,7.8
17.9,0,0,0,78.85,0.09,1031,7.8
17.9,0,0,0,78.85,0.09,1031,7.7
17.9,0,0,0,78.85,0.09,1031,7.7
17.9,0,0,0,78.85,0.09,1031,7.7
17.9,0,0,0,78.78,0.09,1030,7.7
17.9,0,0,0,78.78,0.09,1030,7.6
17.9,0,0,0,78.82,0.09,1030,7.6
17.9,0,0,0,78.82,0.09,1030,7.6
17.9,0,0,0,78.82,0.09,1030,7.6
17.9,0,0,0,78.82,0.09,1030,7.5
17.9,0,0,0,78.82,0.09,1030,7.5
17.9,0,0,0,78.82,0.09,1030,7.4
17.9,0,0,0,78.86,0.09,1030,7.4
17.9,0,0,0,78.86,0.09,1030,7.4
17.9,0,0,0,78.86,0.09,1030,7.3
17.9,0,0,0,78.86,0.09,1030,7.3
17.9,0,0,0,78.86,0.09,1030,7.3
17.9,0,0,0,78.86,0.09,1030,7.2
17.9,0,0,0,79.08,0.09,1030,7.2
17.9,0,0,0,79.08,0.09,1030,7.1
17.9,0,0,0,79.08,0.09,1030,7.1
17.9,0,0,0,79.08,0.09,1030,7.1
17.9,0,0,0,79.08,0.09,1030,7
17.9,0,0,0,79.08,0.09,1030,7
17.9,0,0,0,79.35,0.09,1030,7
17.9,0,0,0,79.35,0.09,1030,7
17.9,0,0,0,79.35,0.09,1030,6.9
17.9,0,0,0,79.35,0.09,1030,6.9
17.9,0,0,0,79.35,0.09,1030,6.9
17.9,0,0,0,79.35,0.09,1030,6.9
17.9,0,0,0,79.46,0.09,1030,6.9
17.9,0,0,0,79.46,0.09,1030,6.9
17.9,0,0,0,79.46,0.09,1030,6.8
17.9,0,0,0,79.46,0.09,1030,6.8
17.9,0,0,0,79.46,0.09,1030,6.8
18,0,0,0,78.97,0.09,1030,6.8
18,0,0,0,79.03,0.09,1030,6.8
18,0,0,0,79.03,0.09,1030,6.8
18,0,0,0,79.03,0.09,1030,6.8
18,0,0,0,79.03,0.09,1030,6.8
18,0,0,0,79.03,0.09,1030,6.8
18,0,0,0,79.03,0.09,1030,6.8
18,0,0,0,79.28,0.09,1030,6.8
18,0,0,0,79.28,0.09,1030,6.8
18,0,0,0,79.28,0.09,1030,6.8
18,0,0,0,79.28,0.09,1030,6.8
18.1,0,0,0,78.78,0.09,1030,6.8
18.1,0,0,0,78.78,0.09,1030,6.8
18.1,0,0,0,79.2,0.09,1030,6.8
18.1,0,0,0,79.2,0.09,1030,6.8
18.1,0,0,0,79.2,0.09,1030,6.8
18.2,0,0,0,78.71,0.09,1030,6.8
18.2,0,0,0,78.71,0.09,1030,6.8
18.3,0,0,0,78.29,0.09,1031,6.8
18.3,5,0,5,79,0.09,1031,6.8
18.3,10,0,10,79,0.09,1031,6.8
18.4,15,0,15,78.51,0.09,1031,6.8
18.4,22,0,22,78.51,0.09,1031,6.8
18.4,28,0,28,78.51,0.09,1031,6.8
18.4,36,0,36,78.51,0.09,1031,6.8
18.4,44,0,44,78.51,0.09,1031,6.8
18.4,53,0,53,78.51,0.09,1031,6.8
18.7,63,0,63,78.18,0.09,1031,6.9
18.8,71,0,71,77.69,0.09,1031,6.9
18.9,125,0,125,77.21,0.09,1031,6.9
18.9,100,0,100,77.21,0.09,1031,6.9
19,66,0,66,77.87,0.09,1031,6.9
19,80,0,80,77.87,0.09,1031,6.9
19.1,92,0,92,77.39,0.09,1031,6.9
19.2,80,0,80,76.91,0.09,1031,6.9
19.2,60,0,60,76.91,0.09,1031,7
19.3,81,0,81,76.44,0.09,1031,7
19.4,106,0,106,76.26,0.09,1031,7.1
19.4,161,0,161,76.26,0.09,1031,7.1
19.5,221,20,233,75.79,0.09,1031,7.2
19.5,191,5,194,75.79,0.09,1031,7.2
19.5,259,42,285,75.79,0.09,1031,7.2
19.5,224,14,233,75.79,0.09,1031,7.1
19.5,229,15,239,76.03,0.09,1031,7.1
19.5,298,79,350,75.95,0.09,1030,7.1
19.5,300,73,348,75.95,0.09,1030,7.1
19.5,291,53,326,75.95,0.09,1030,7.1
19.5,298,59,338,75.95,0.09,1030,7.1
19.5,314,90,375,75.95,0.09,1030,7.1
19.6,298,56,336,76.07,0.09,1030,7.1
19.6,221,10,227,76.07,0.09,1030,7.1
19.6,239,15,249,76,0.09,1029,7.1
19.6,205,6,209,76,0.09,1029,7.1
19.6,184,3,186,76,0.09,1029,7.1
19.6,136,0,136,76,0.09,1029,7.1
19.6,146,0,146,76.54,0.09,1029,7.1
19.6,172,0,172,76.54,0.09,1029,7.1
19.6,210,9,216,76.54,0.09,1029,7.2
19.6,213,11,220,76.54,0.09,1029,7.2
19.6,211,12,218,76.54,0.09,1029,7.2
19.6,225,23,238,76.54,0.09,1029,7.2
19.6,209,16,219,77.09,0.09,1029,7.2
19.6,191,9,196,77.02,0.09,1028,7.2
19.5,149,0,149,77.5,0.09,1028,7.2
19.5,97,0,97,77.5,0.09,1028,7.2
19.5,87,0,87,77.5,0.09,1028,7.1
19.5,171,14,178,77.5,0.09,1028,7.1
